testName,thisNode,thisID,thatID,timeDelta,message
ring,node4,3,4,16.973000,message sent 6
ring,node4,3,4,16.976999,message sent 7
ring,node3,1,0,16.438999,message received 0
ring,node3,1,0,16.444000,message received 1
ring,node3,1,0,16.448999,message received 2
ring,node3,1,0,16.454000,message received 3
ring,node4,4,3,16.978001,message received 6
ring,node4,4,3,16.982000,message received 7
ring,node4,4,3,16.987000,message received 8
ring,node4,4,3,16.992001,message received 9
ring,node3,0,1,16.431000,message sent 3
ring,node3,0,1,16.436001,message sent 4
ring,node3,0,1,16.441000,message sent 5
ring,node4,3,4,16.982000,message sent 8
ring,node4,3,4,16.986000,message sent 9
ring,node3,1,0,16.459999,message received 4
ring,node3,1,0,16.465000,message received 5
ring,node3,1,0,16.469000,message received 6
ring,node4,4,5,16.993999,message sent 0
